Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie
2022-05-20,2.56557,2.56557,2.56557,2.56557
2022-05-23,2.6432,2.6432,2.6432,2.6432
2022-05-24,2.66559,2.66559,2.66559,2.66559
2022-05-25,2.68823,2.68823,2.68823,2.68823
2022-05-26,2.7119,2.7119,2.7119,2.7119
2022-05-27,2.72561,2.72561,2.72561,2.72561
2022-05-30,2.80351,2.80351,2.80351,2.80351
2022-05-31,2.81561,2.81561,2.81561,2.81561
2022-06-01,2.83912,2.83912,2.83912,2.83912
2022-06-02,2.8617,2.8617,2.8617,2.8617
2022-06-03,2.8834,2.8834,2.8834,2.8834
2022-06-06,2.95377,2.95377,2.95377,2.95377
2022-06-07,2.9778,2.9778,2.9778,2.9778
2022-06-08,3.00139,3.00139,3.00139,3.00139
2022-06-09,3.02539,3.02539,3.02539,3.02539
2022-06-10,3.04962,3.04962,3.04962,3.04962
2022-06-13,3.12152,3.12152,3.12152,3.12152
2022-06-14,3.14573,3.14573,3.14573,3.14573
2022-06-15,3.17008,3.17008,3.17008,3.17008
2022-06-17,3.22096,3.22096,3.22096,3.22096
2022-06-20,3.29219,3.29219,3.29219,3.29219
2022-06-21,3.31532,3.31532,3.31532,3.31532
2022-06-22,3.33936,3.33936,3.33936,3.33936
2022-06-23,3.36346,3.36346,3.36346,3.36346
2022-06-24,3.38728,3.38728,3.38728,3.38728
2022-06-27,3.45992,3.45992,3.45992,3.45992
2022-06-28,3.48485,3.48485,3.48485,3.48485
2022-06-29,3.50905,3.50905,3.50905,3.50905
2022-06-30,3.53561,3.53561,3.53561,3.53561
2022-07-01,3.60603,3.60603,3.60603,3.60603
2022-07-04,3.66408,3.66408,3.66408,3.66408
2022-07-05,3.69243,3.69243,3.69243,3.69243
2022-07-06,3.70714,3.70714,3.70714,3.70714
2022-07-07,3.74263,3.74263,3.74263,3.74263
2022-07-08,3.75859,3.75859,3.75859,3.75859
2022-07-11,3.84614,3.84614,3.84614,3.84614
2022-07-12,3.87091,3.87091,3.87091,3.87091
2022-07-13,3.89612,3.89612,3.89612,3.89612
2022-07-14,3.92132,3.92132,3.92132,3.92132
2022-07-15,3.93524,3.93524,3.93524,3.93524
2022-07-18,4.02329,4.02329,4.02329,4.02329
2022-07-19,4.04805,4.04805,4.04805,4.04805
2022-07-20,4.07261,4.07261,4.07261,4.07261
2022-07-21,4.09751,4.09751,4.09751,4.09751
2022-07-22,4.10948,4.10948,4.10948,4.10948
2022-07-25,4.19866,4.19866,4.19866,4.19866
2022-07-26,4.22537,4.22537,4.22537,4.22537
2022-07-27,4.25017,4.25017,4.25017,4.25017
2022-07-28,4.27529,4.27529,4.27529,4.27529
2022-07-29,4.2874,4.2874,4.2874,4.2874
2022-08-01,4.38476,4.38476,4.38476,4.38476
2022-08-02,4.41288,4.41288,4.41288,4.41288
2022-08-03,4.43945,4.43945,4.43945,4.43945
2022-08-04,4.46514,4.46514,4.46514,4.46514
2022-08-05,4.47743,4.47743,4.47743,4.47743
2022-08-08,4.56708,4.56708,4.56708,4.56708
2022-08-09,4.59267,4.59267,4.59267,4.59267
2022-08-10,4.61632,4.61632,4.61632,4.61632
2022-08-11,4.63981,4.63981,4.63981,4.63981
2022-08-12,4.64974,4.64974,4.64974,4.64974
2022-08-16,4.75858,4.75858,4.75858,4.75858
2022-08-17,4.78232,4.78232,4.78232,4.78232
2022-08-18,4.80612,4.80612,4.80612,4.80612
2022-08-19,4.81663,4.81663,4.81663,4.81663
2022-08-22,4.90138,4.90138,4.90138,4.90138
2022-08-23,4.92397,4.92397,4.92397,4.92397
2022-08-24,4.947,4.947,4.947,4.947
2022-08-25,4.96849,4.96849,4.96849,4.96849
2022-08-26,4.97556,4.97556,4.97556,4.97556
2022-08-29,5.03815,5.03815,5.03815,5.03815
2022-08-30,5.04516,5.04516,5.04516,5.04516
2022-08-31,5.05443,5.05443,5.05443,5.05443
2022-09-01,5.07865,5.07865,5.07865,5.07865
2022-09-02,5.10163,5.10163,5.10163,5.10163
2022-09-05,5.156,5.156,5.156,5.156
2022-09-06,5.16449,5.16449,5.16449,5.16449
2022-09-07,5.21735,5.21735,5.21735,5.21735
2022-09-08,5.24072,5.24072,5.24072,5.24072
2022-09-09,5.26365,5.26365,5.26365,5.26365
2022-09-12,5.30948,5.30948,5.30948,5.30948
2022-09-13,5.31635,5.31635,5.31635,5.31635
2022-09-14,5.35642,5.35642,5.35642,5.35642
2022-09-15,5.3755,5.3755,5.3755,5.3755
2022-09-16,5.39467,5.39467,5.39467,5.39467
2022-09-19,5.44133,5.44133,5.44133,5.44133
2022-09-20,5.44921,5.44921,5.44921,5.44921
2022-09-21,5.4911,5.4911,5.4911,5.4911
2022-09-22,5.50957,5.50957,5.50957,5.50957
